Time,Date,Day of the week,Traffic Situation,vehicle_count,queue_length,avg_speed_kmph,avg_wait_time_s,predicted_increase_target
6:30:00 PM,22,Sunday,normal,148.0,0.0,50.0,0.0,5.0
6:45:00 PM,22,Sunday,normal,153.0,0.0,50.0,0.0,0.0
7:00:00 PM,22,Sunday,normal,139.0,0.0,50.0,0.0,0.0
7:15:00 PM,22,Sunday,normal,96.0,0.0,50.0,0.0,28.0
7:30:00 PM,22,Sunday,normal,124.0,0.0,50.0,0.0,0.0
7:45:00 PM,22,Sunday,low,74.0,0.0,50.0,0.0,49.0
8:00:00 PM,22,Sunday,normal,123.0,0.0,50.0,0.0,6.0
8:15:00 PM,22,Sunday,normal,129.0,0.0,50.0,0.0,29.0
8:30:00 PM,22,Sunday,high,158.0,0.0,50.0,0.0,0.0
8:45:00 PM,22,Sunday,normal,124.0,0.0,50.0,0.0,11.0
9:00:00 PM,22,Sunday,high,135.0,0.0,50.0,0.0,0.0
9:15:00 PM,22,Sunday,high,114.0,0.0,50.0,0.0,14.0
9:30:00 PM,22,Sunday,normal,128.0,0.0,50.0,0.0,0.0
9:45:00 PM,22,Sunday,normal,41.0,0.0,50.0,0.0,7.0
10:00:00 PM,22,Sunday,normal,48.0,0.0,50.0,0.0,0.0
10:15:00 PM,22,Sunday,normal,45.0,0.0,50.0,0.0,0.0
10:30:00 PM,22,Sunday,normal,43.0,0.0,50.0,0.0,6.0
10:45:00 PM,22,Sunday,normal,49.0,0.0,50.0,0.0,0.0
11:00:00 PM,22,Sunday,normal,32.0,0.0,50.0,0.0,1.0
11:15:00 PM,22,Sunday,normal,33.0,0.0,50.0,0.0,3.0
11:30:00 PM,22,Sunday,normal,36.0,0.0,50.0,0.0,13.0
11:45:00 PM,22,Sunday,normal,49.0,0.0,50.0,0.0,4.0
12:00:00 AM,23,Monday,normal,53.0,0.0,50.0,0.0,0.0
12:15:00 AM,23,Monday,normal,34.0,0.0,50.0,0.0,0.0
12:30:00 AM,23,Monday,normal,32.0,0.0,50.0,0.0,19.0
12:45:00 AM,23,Monday,normal,51.0,0.0,50.0,0.0,1.0
1:00:00 AM,23,Monday,normal,52.0,0.0,50.0,0.0,0.0
1:15:00 AM,23,Monday,normal,46.0,0.0,50.0,0.0,0.0
1:30:00 AM,23,Monday,normal,45.0,0.0,50.0,0.0,3.0
1:45:00 AM,23,Monday,normal,48.0,0.0,50.0,0.0,0.0
2:00:00 AM,23,Monday,normal,29.0,0.0,50.0,0.0,23.0
2:15:00 AM,23,Monday,normal,52.0,0.0,50.0,0.0,0.0
2:30:00 AM,23,Monday,normal,50.0,0.0,50.0,0.0,0.0
2:45:00 AM,23,Monday,normal,45.0,0.0,50.0,0.0,0.0
3:00:00 AM,23,Monday,normal,38.0,0.0,50.0,0.0,0.0
3:15:00 AM,23,Monday,normal,33.0,0.0,50.0,0.0,0.0
3:30:00 AM,23,Monday,normal,28.0,0.0,50.0,0.0,15.0
3:45:00 AM,23,Monday,normal,43.0,0.0,50.0,0.0,48.0
4:00:00 AM,23,Monday,low,91.0,0.0,50.0,0.0,0.0
4:15:00 AM,23,Monday,low,90.0,0.0,50.0,0.0,2.0
4:30:00 AM,23,Monday,normal,92.0,0.0,50.0,0.0,11.0
4:45:00 AM,23,Monday,low,103.0,0.0,50.0,0.0,2.0
5:00:00 AM,23,Monday,low,105.0,0.0,50.0,0.0,0.0
5:15:00 AM,23,Monday,low,80.0,0.0,50.0,0.0,22.0
5:30:00 AM,23,Monday,low,102.0,0.0,50.0,0.0,21.0
5:45:00 AM,23,Monday,normal,123.0,0.0,50.0,0.0,22.0
6:00:00 AM,23,Monday,normal,145.0,0.0,50.0,0.0,23.0
6:15:00 AM,23,Monday,heavy,168.0,0.0,50.0,0.0,13.0
6:30:00 AM,23,Monday,heavy,181.0,0.9999999999999815,49.16666666666668,2.4999999999999534,0.0
6:45:00 AM,23,Monday,normal,156.0,0.0,50.0,0.0,20.0
7:00:00 AM,23,Monday,heavy,176.0,0.0,50.0,0.0,0.0
7:15:00 AM,23,Monday,normal,149.0,0.0,50.0,0.0,0.0
7:30:00 AM,23,Monday,normal,149.0,0.0,50.0,0.0,0.0
7:45:00 AM,23,Monday,normal,138.0,0.0,50.0,0.0,36.0
8:00:00 AM,23,Monday,heavy,174.0,0.0,50.0,0.0,0.0
8:15:00 AM,23,Monday,heavy,168.0,0.0,50.0,0.0,0.0
8:30:00 AM,23,Monday,normal,159.0,0.0,50.0,0.0,0.0
8:45:00 AM,23,Monday,normal,155.0,0.0,50.0,0.0,0.0
9:00:00 AM,23,Monday,low,78.0,0.0,50.0,0.0,34.0
9:15:00 AM,23,Monday,normal,112.0,0.0,50.0,0.0,0.0
9:30:00 AM,23,Monday,low,89.0,0.0,50.0,0.0,29.0
9:45:00 AM,23,Monday,high,118.0,0.0,50.0,0.0,0.0
10:00:00 AM,23,Monday,normal,113.0,0.0,50.0,0.0,0.0
10:15:00 AM,23,Monday,normal,93.0,0.0,50.0,0.0,0.0
10:30:00 AM,23,Monday,low,64.0,0.0,50.0,0.0,27.0
10:45:00 AM,23,Monday,normal,91.0,0.0,50.0,0.0,0.0
11:00:00 AM,23,Monday,normal,70.0,0.0,50.0,0.0,13.0
11:15:00 AM,23,Monday,normal,83.0,0.0,50.0,0.0,5.0
11:30:00 AM,23,Monday,normal,88.0,0.0,50.0,0.0,0.0
11:45:00 AM,23,Monday,normal,64.0,0.0,50.0,0.0,23.0
12:00:00 PM,23,Monday,normal,87.0,0.0,50.0,0.0,0.0
12:15:00 PM,23,Monday,normal,83.0,0.0,50.0,0.0,10.0
12:30:00 PM,23,Monday,normal,93.0,0.0,50.0,0.0,0.0
12:45:00 PM,23,Monday,normal,61.0,0.0,50.0,0.0,27.0
1:00:00 PM,23,Monday,low,88.0,0.0,50.0,0.0,0.0
1:15:00 PM,23,Monday,normal,84.0,0.0,50.0,0.0,19.0
1:30:00 PM,23,Monday,low,103.0,0.0,50.0,0.0,29.0
1:45:00 PM,23,Monday,high,132.0,0.0,50.0,0.0,0.0
2:00:00 PM,23,Monday,low,76.0,0.0,50.0,0.0,0.0
2:15:00 PM,23,Monday,low,68.0,0.0,50.0,0.0,7.0
2:30:00 PM,23,Monday,normal,75.0,0.0,50.0,0.0,0.0
2:45:00 PM,23,Monday,normal,59.0,0.0,50.0,0.0,50.0
3:00:00 PM,23,Monday,normal,109.0,0.0,50.0,0.0,20.0
3:15:00 PM,23,Monday,normal,129.0,0.0,50.0,0.0,0.0
3:30:00 PM,23,Monday,normal,87.0,0.0,50.0,0.0,87.0
3:45:00 PM,23,Monday,heavy,174.0,0.0,50.0,0.0,0.0
4:00:00 PM,23,Monday,normal,156.0,0.0,50.0,0.0,37.0
4:15:00 PM,23,Monday,heavy,193.0,12.999999999999984,39.166666666666686,32.49999999999996,0.0
4:30:00 PM,23,Monday,heavy,184.0,4.000000000000001,46.666666666666664,10.000000000000002,0.0
4:45:00 PM,23,Monday,normal,161.0,0.0,50.0,0.0,21.0
5:00:00 PM,23,Monday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,31.0
5:15:00 PM,23,Monday,heavy,213.0,32.999999999999986,22.500000000000014,82.49999999999996,0.0
5:30:00 PM,23,Monday,heavy,207.0,27.0,27.500000000000004,67.5,0.0
5:45:00 PM,23,Monday,heavy,203.0,23.0,30.833333333333336,57.5,0.0
6:00:00 PM,23,Monday,heavy,195.0,14.999999999999996,37.5,37.499999999999986,0.0
6:15:00 PM,23,Monday,heavy,177.0,0.0,50.0,0.0,0.0
6:30:00 PM,23,Monday,normal,125.0,0.0,50.0,0.0,0.0
6:45:00 PM,23,Monday,low,79.0,0.0,50.0,0.0,85.0
7:00:00 PM,23,Monday,high,164.0,0.0,50.0,0.0,0.0
7:15:00 PM,23,Monday,normal,107.0,0.0,50.0,0.0,14.0
7:30:00 PM,23,Monday,normal,121.0,0.0,50.0,0.0,0.0
7:45:00 PM,23,Monday,normal,102.0,0.0,50.0,0.0,2.0
8:00:00 PM,23,Monday,normal,104.0,0.0,50.0,0.0,48.0
8:15:00 PM,23,Monday,normal,152.0,0.0,50.0,0.0,0.0
8:30:00 PM,23,Monday,high,130.0,0.0,50.0,0.0,35.0
8:45:00 PM,23,Monday,high,165.0,0.0,50.0,0.0,0.0
9:00:00 PM,23,Monday,normal,133.0,0.0,50.0,0.0,13.0
9:15:00 PM,23,Monday,normal,146.0,0.0,50.0,0.0,0.0
9:30:00 PM,23,Monday,normal,133.0,0.0,50.0,0.0,0.0
9:45:00 PM,23,Monday,normal,43.0,0.0,50.0,0.0,13.0
10:00:00 PM,23,Monday,normal,56.0,0.0,50.0,0.0,0.0
10:15:00 PM,23,Monday,normal,48.0,0.0,50.0,0.0,0.0
10:30:00 PM,23,Monday,normal,45.0,0.0,50.0,0.0,0.0
10:45:00 PM,23,Monday,normal,37.0,0.0,50.0,0.0,9.0
11:00:00 PM,23,Monday,normal,46.0,0.0,50.0,0.0,0.0
11:15:00 PM,23,Monday,normal,37.0,0.0,50.0,0.0,9.0
11:30:00 PM,23,Monday,normal,46.0,0.0,50.0,0.0,0.0
11:45:00 PM,23,Monday,normal,35.0,0.0,50.0,0.0,3.0
12:00:00 AM,24,Tuesday,normal,38.0,0.0,50.0,0.0,13.0
12:15:00 AM,24,Tuesday,normal,51.0,0.0,50.0,0.0,0.0
12:30:00 AM,24,Tuesday,normal,38.0,0.0,50.0,0.0,0.0
12:45:00 AM,24,Tuesday,normal,27.0,0.0,50.0,0.0,8.0
1:00:00 AM,24,Tuesday,normal,35.0,0.0,50.0,0.0,10.0
1:15:00 AM,24,Tuesday,normal,45.0,0.0,50.0,0.0,3.0
1:30:00 AM,24,Tuesday,normal,48.0,0.0,50.0,0.0,0.0
1:45:00 AM,24,Tuesday,normal,34.0,0.0,50.0,0.0,9.0
2:00:00 AM,24,Tuesday,normal,43.0,0.0,50.0,0.0,11.0
2:15:00 AM,24,Tuesday,normal,54.0,0.0,50.0,0.0,0.0
2:30:00 AM,24,Tuesday,normal,39.0,0.0,50.0,0.0,7.0
2:45:00 AM,24,Tuesday,normal,46.0,0.0,50.0,0.0,2.0
3:00:00 AM,24,Tuesday,normal,48.0,0.0,50.0,0.0,0.0
3:15:00 AM,24,Tuesday,normal,44.0,0.0,50.0,0.0,0.0
3:30:00 AM,24,Tuesday,normal,40.0,0.0,50.0,0.0,7.0
3:45:00 AM,24,Tuesday,normal,47.0,0.0,50.0,0.0,50.0
4:00:00 AM,24,Tuesday,low,97.0,0.0,50.0,0.0,21.0
4:15:00 AM,24,Tuesday,normal,118.0,0.0,50.0,0.0,0.0
4:30:00 AM,24,Tuesday,normal,106.0,0.0,50.0,0.0,7.0
4:45:00 AM,24,Tuesday,normal,113.0,0.0,50.0,0.0,0.0
5:00:00 AM,24,Tuesday,low,74.0,0.0,50.0,0.0,33.0
5:15:00 AM,24,Tuesday,low,107.0,0.0,50.0,0.0,0.0
5:30:00 AM,24,Tuesday,normal,84.0,0.0,50.0,0.0,46.0
5:45:00 AM,24,Tuesday,normal,130.0,0.0,50.0,0.0,39.0
6:00:00 AM,24,Tuesday,heavy,169.0,0.0,50.0,0.0,0.0
6:15:00 AM,24,Tuesday,normal,147.0,0.0,50.0,0.0,30.0
6:30:00 AM,24,Tuesday,heavy,177.0,0.0,50.0,0.0,0.0
6:45:00 AM,24,Tuesday,normal,131.0,0.0,50.0,0.0,0.0
7:00:00 AM,24,Tuesday,normal,123.0,0.0,50.0,0.0,21.0
7:15:00 AM,24,Tuesday,normal,144.0,0.0,50.0,0.0,5.0
7:30:00 AM,24,Tuesday,normal,149.0,0.0,50.0,0.0,43.0
7:45:00 AM,24,Tuesday,heavy,192.0,12.000000000000002,40.0,30.000000000000004,0.0
8:00:00 AM,24,Tuesday,heavy,170.0,0.0,50.0,0.0,0.0
8:15:00 AM,24,Tuesday,normal,136.0,0.0,50.0,0.0,40.0
8:30:00 AM,24,Tuesday,heavy,176.0,0.0,50.0,0.0,11.0
8:45:00 AM,24,Tuesday,heavy,187.0,6.999999999999995,44.16666666666667,17.499999999999986,0.0
9:00:00 AM,24,Tuesday,normal,122.0,0.0,50.0,0.0,6.0
9:15:00 AM,24,Tuesday,normal,128.0,0.0,50.0,0.0,0.0
9:30:00 AM,24,Tuesday,normal,76.0,0.0,50.0,0.0,6.0
9:45:00 AM,24,Tuesday,low,82.0,0.0,50.0,0.0,6.0
10:00:00 AM,24,Tuesday,normal,88.0,0.0,50.0,0.0,21.0
10:15:00 AM,24,Tuesday,normal,109.0,0.0,50.0,0.0,0.0
10:30:00 AM,24,Tuesday,normal,101.0,0.0,50.0,0.0,0.0
10:45:00 AM,24,Tuesday,normal,94.0,0.0,50.0,0.0,0.0
11:00:00 AM,24,Tuesday,normal,87.0,0.0,50.0,0.0,24.0
11:15:00 AM,24,Tuesday,normal,111.0,0.0,50.0,0.0,0.0
11:30:00 AM,24,Tuesday,normal,107.0,0.0,50.0,0.0,0.0
11:45:00 AM,24,Tuesday,normal,70.0,0.0,50.0,0.0,39.0
12:00:00 PM,24,Tuesday,normal,109.0,0.0,50.0,0.0,0.0
12:15:00 PM,24,Tuesday,normal,82.0,0.0,50.0,0.0,0.0
12:30:00 PM,24,Tuesday,normal,61.0,0.0,50.0,0.0,33.0
12:45:00 PM,24,Tuesday,normal,94.0,0.0,50.0,0.0,22.0
1:00:00 PM,24,Tuesday,high,116.0,0.0,50.0,0.0,0.0
1:15:00 PM,24,Tuesday,normal,107.0,0.0,50.0,0.0,0.0
1:30:00 PM,24,Tuesday,low,31.0,0.0,50.0,0.0,28.0
1:45:00 PM,24,Tuesday,normal,59.0,0.0,50.0,0.0,33.0
2:00:00 PM,24,Tuesday,low,92.0,0.0,50.0,0.0,8.0
2:15:00 PM,24,Tuesday,normal,100.0,0.0,50.0,0.0,0.0
2:30:00 PM,24,Tuesday,normal,85.0,0.0,50.0,0.0,11.0
2:45:00 PM,24,Tuesday,normal,96.0,0.0,50.0,0.0,0.0
3:00:00 PM,24,Tuesday,normal,82.0,0.0,50.0,0.0,37.0
3:15:00 PM,24,Tuesday,normal,119.0,0.0,50.0,0.0,0.0
3:30:00 PM,24,Tuesday,high,117.0,0.0,50.0,0.0,65.0
3:45:00 PM,24,Tuesday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,9.0
4:00:00 PM,24,Tuesday,heavy,191.0,10.999999999999996,40.833333333333336,27.49999999999999,0.0
4:15:00 PM,24,Tuesday,heavy,186.0,5.9999999999999885,45.00000000000001,14.99999999999997,15.0
4:30:00 PM,24,Tuesday,heavy,201.0,20.999999999999986,32.500000000000014,52.499999999999964,0.0
4:45:00 PM,24,Tuesday,heavy,200.0,19.99999999999998,33.33333333333335,49.99999999999994,0.0
5:00:00 PM,24,Tuesday,high,165.0,0.0,50.0,0.0,19.0
5:15:00 PM,24,Tuesday,heavy,184.0,4.000000000000001,46.666666666666664,10.000000000000002,0.0
5:30:00 PM,24,Tuesday,heavy,171.0,0.0,50.0,0.0,21.0
5:45:00 PM,24,Tuesday,heavy,192.0,12.000000000000002,40.0,30.000000000000004,5.0
6:00:00 PM,24,Tuesday,heavy,197.0,16.999999999999986,35.83333333333334,42.499999999999964,0.0
6:15:00 PM,24,Tuesday,normal,146.0,0.0,50.0,0.0,0.0
6:30:00 PM,24,Tuesday,normal,112.0,0.0,50.0,0.0,0.0
6:45:00 PM,24,Tuesday,normal,108.0,0.0,50.0,0.0,27.0
7:00:00 PM,24,Tuesday,normal,135.0,0.0,50.0,0.0,4.0
7:15:00 PM,24,Tuesday,normal,139.0,0.0,50.0,0.0,0.0
7:30:00 PM,24,Tuesday,normal,106.0,0.0,50.0,0.0,13.0
7:45:00 PM,24,Tuesday,normal,119.0,0.0,50.0,0.0,0.0
8:00:00 PM,24,Tuesday,low,92.0,0.0,50.0,0.0,18.0
8:15:00 PM,24,Tuesday,low,110.0,0.0,50.0,0.0,56.0
8:30:00 PM,24,Tuesday,normal,166.0,0.0,50.0,0.0,0.0
8:45:00 PM,24,Tuesday,high,114.0,0.0,50.0,0.0,0.0
9:00:00 PM,24,Tuesday,normal,105.0,0.0,50.0,0.0,34.0
9:15:00 PM,24,Tuesday,high,139.0,0.0,50.0,0.0,0.0
9:30:00 PM,24,Tuesday,normal,117.0,0.0,50.0,0.0,0.0
9:45:00 PM,24,Tuesday,normal,40.0,0.0,50.0,0.0,0.0
10:00:00 PM,24,Tuesday,normal,32.0,0.0,50.0,0.0,5.0
10:15:00 PM,24,Tuesday,normal,37.0,0.0,50.0,0.0,11.0
10:30:00 PM,24,Tuesday,normal,48.0,0.0,50.0,0.0,0.0
10:45:00 PM,24,Tuesday,normal,39.0,0.0,50.0,0.0,14.0
11:00:00 PM,24,Tuesday,normal,53.0,0.0,50.0,0.0,0.0
11:15:00 PM,24,Tuesday,normal,48.0,0.0,50.0,0.0,0.0
11:30:00 PM,24,Tuesday,normal,42.0,0.0,50.0,0.0,0.0
11:45:00 PM,24,Tuesday,normal,37.0,0.0,50.0,0.0,6.0
12:00:00 AM,25,Wednesday,normal,43.0,0.0,50.0,0.0,0.0
12:15:00 AM,25,Wednesday,normal,35.0,0.0,50.0,0.0,16.0
12:30:00 AM,25,Wednesday,normal,51.0,0.0,50.0,0.0,0.0
12:45:00 AM,25,Wednesday,normal,50.0,0.0,50.0,0.0,0.0
1:00:00 AM,25,Wednesday,normal,38.0,0.0,50.0,0.0,10.0
1:15:00 AM,25,Wednesday,normal,48.0,0.0,50.0,0.0,0.0
1:30:00 AM,25,Wednesday,normal,35.0,0.0,50.0,0.0,13.0
1:45:00 AM,25,Wednesday,normal,48.0,0.0,50.0,0.0,0.0
2:00:00 AM,25,Wednesday,normal,39.0,0.0,50.0,0.0,13.0
2:15:00 AM,25,Wednesday,normal,52.0,0.0,50.0,0.0,0.0
2:30:00 AM,25,Wednesday,normal,47.0,0.0,50.0,0.0,4.0
2:45:00 AM,25,Wednesday,normal,51.0,0.0,50.0,0.0,0.0
3:00:00 AM,25,Wednesday,normal,48.0,0.0,50.0,0.0,0.0
3:15:00 AM,25,Wednesday,normal,39.0,0.0,50.0,0.0,14.0
3:30:00 AM,25,Wednesday,normal,53.0,0.0,50.0,0.0,0.0
3:45:00 AM,25,Wednesday,normal,45.0,0.0,50.0,0.0,47.0
4:00:00 AM,25,Wednesday,normal,92.0,0.0,50.0,0.0,0.0
4:15:00 AM,25,Wednesday,normal,83.0,0.0,50.0,0.0,13.0
4:30:00 AM,25,Wednesday,normal,96.0,0.0,50.0,0.0,0.0
4:45:00 AM,25,Wednesday,normal,93.0,0.0,50.0,0.0,0.0
5:00:00 AM,25,Wednesday,normal,92.0,0.0,50.0,0.0,9.0
5:15:00 AM,25,Wednesday,normal,101.0,0.0,50.0,0.0,0.0
5:30:00 AM,25,Wednesday,normal,101.0,0.0,50.0,0.0,68.0
5:45:00 AM,25,Wednesday,heavy,169.0,0.0,50.0,0.0,0.0
6:00:00 AM,25,Wednesday,normal,159.0,0.0,50.0,0.0,0.0
6:15:00 AM,25,Wednesday,normal,140.0,0.0,50.0,0.0,18.0
6:30:00 AM,25,Wednesday,normal,158.0,0.0,50.0,0.0,42.0
6:45:00 AM,25,Wednesday,heavy,200.0,19.99999999999998,33.33333333333335,49.99999999999994,0.0
7:00:00 AM,25,Wednesday,heavy,183.0,2.9999999999999942,47.5,7.499999999999985,0.0
7:15:00 AM,25,Wednesday,normal,152.0,0.0,50.0,0.0,0.0
7:30:00 AM,25,Wednesday,normal,141.0,0.0,50.0,0.0,33.0
7:45:00 AM,25,Wednesday,heavy,174.0,0.0,50.0,0.0,9.0
8:00:00 AM,25,Wednesday,heavy,183.0,2.9999999999999942,47.5,7.499999999999985,0.0
8:15:00 AM,25,Wednesday,normal,127.0,0.0,50.0,0.0,8.0
8:30:00 AM,25,Wednesday,normal,135.0,0.0,50.0,0.0,36.0
8:45:00 AM,25,Wednesday,heavy,171.0,0.0,50.0,0.0,0.0
9:00:00 AM,25,Wednesday,normal,73.0,0.0,50.0,0.0,57.0
9:15:00 AM,25,Wednesday,normal,130.0,0.0,50.0,0.0,0.0
9:30:00 AM,25,Wednesday,normal,95.0,0.0,50.0,0.0,14.0
9:45:00 AM,25,Wednesday,normal,109.0,0.0,50.0,0.0,0.0
10:00:00 AM,25,Wednesday,normal,94.0,0.0,50.0,0.0,0.0
10:15:00 AM,25,Wednesday,low,81.0,0.0,50.0,0.0,30.0
10:30:00 AM,25,Wednesday,normal,111.0,0.0,50.0,0.0,3.0
10:45:00 AM,25,Wednesday,high,114.0,0.0,50.0,0.0,0.0
11:00:00 AM,25,Wednesday,normal,64.0,0.0,50.0,0.0,33.0
11:15:00 AM,25,Wednesday,normal,97.0,0.0,50.0,0.0,0.0
11:30:00 AM,25,Wednesday,normal,86.0,0.0,50.0,0.0,0.0
11:45:00 AM,25,Wednesday,normal,86.0,0.0,50.0,0.0,0.0
12:00:00 PM,25,Wednesday,normal,79.0,0.0,50.0,0.0,20.0
12:15:00 PM,25,Wednesday,normal,99.0,0.0,50.0,0.0,5.0
12:30:00 PM,25,Wednesday,normal,104.0,0.0,50.0,0.0,8.0
12:45:00 PM,25,Wednesday,normal,112.0,0.0,50.0,0.0,0.0
1:00:00 PM,25,Wednesday,normal,80.0,0.0,50.0,0.0,24.0
1:15:00 PM,25,Wednesday,low,104.0,0.0,50.0,0.0,0.0
1:30:00 PM,25,Wednesday,normal,78.0,0.0,50.0,0.0,36.0
1:45:00 PM,25,Wednesday,normal,114.0,0.0,50.0,0.0,16.0
2:00:00 PM,25,Wednesday,normal,130.0,0.0,50.0,0.0,0.0
2:15:00 PM,25,Wednesday,normal,121.0,0.0,50.0,0.0,0.0
2:30:00 PM,25,Wednesday,normal,58.0,0.0,50.0,0.0,0.0
2:45:00 PM,25,Wednesday,normal,54.0,0.0,50.0,0.0,3.0
3:00:00 PM,25,Wednesday,low,57.0,0.0,50.0,0.0,55.0
3:15:00 PM,25,Wednesday,normal,112.0,0.0,50.0,0.0,0.0
3:30:00 PM,25,Wednesday,normal,57.0,0.0,50.0,0.0,139.0
3:45:00 PM,25,Wednesday,heavy,196.0,15.999999999999979,36.66666666666668,39.99999999999994,0.0
4:00:00 PM,25,Wednesday,heavy,191.0,10.999999999999996,40.833333333333336,27.49999999999999,0.0
4:15:00 PM,25,Wednesday,normal,165.0,0.0,50.0,0.0,18.0
4:30:00 PM,25,Wednesday,heavy,183.0,2.9999999999999942,47.5,7.499999999999985,0.0
4:45:00 PM,25,Wednesday,heavy,176.0,0.0,50.0,0.0,0.0
5:00:00 PM,25,Wednesday,heavy,168.0,0.0,50.0,0.0,21.0
5:15:00 PM,25,Wednesday,heavy,189.0,8.999999999999982,42.500000000000014,22.499999999999954,0.0
5:30:00 PM,25,Wednesday,normal,146.0,0.0,50.0,0.0,53.0
5:45:00 PM,25,Wednesday,heavy,199.0,18.999999999999996,34.166666666666664,47.499999999999986,2.0
6:00:00 PM,25,Wednesday,heavy,201.0,20.999999999999986,32.500000000000014,52.499999999999964,0.0
6:15:00 PM,25,Wednesday,heavy,187.0,6.999999999999995,44.16666666666667,17.499999999999986,0.0
6:30:00 PM,25,Wednesday,high,156.0,0.0,50.0,0.0,0.0
6:45:00 PM,25,Wednesday,normal,136.0,0.0,50.0,0.0,12.0
7:00:00 PM,25,Wednesday,normal,148.0,0.0,50.0,0.0,0.0
7:15:00 PM,25,Wednesday,low,89.0,0.0,50.0,0.0,48.0
7:30:00 PM,25,Wednesday,normal,137.0,0.0,50.0,0.0,16.0
7:45:00 PM,25,Wednesday,normal,153.0,0.0,50.0,0.0,0.0
8:00:00 PM,25,Wednesday,normal,151.0,0.0,50.0,0.0,0.0
8:15:00 PM,25,Wednesday,high,129.0,0.0,50.0,0.0,0.0
8:30:00 PM,25,Wednesday,normal,120.0,0.0,50.0,0.0,30.0
8:45:00 PM,25,Wednesday,normal,150.0,0.0,50.0,0.0,0.0
9:00:00 PM,25,Wednesday,normal,106.0,0.0,50.0,0.0,24.0
9:15:00 PM,25,Wednesday,high,130.0,0.0,50.0,0.0,33.0
9:30:00 PM,25,Wednesday,normal,163.0,0.0,50.0,0.0,0.0
9:45:00 PM,25,Wednesday,normal,34.0,0.0,50.0,0.0,0.0
10:00:00 PM,25,Wednesday,normal,28.0,0.0,50.0,0.0,25.0
10:15:00 PM,25,Wednesday,normal,53.0,0.0,50.0,0.0,0.0
10:30:00 PM,25,Wednesday,normal,31.0,0.0,50.0,0.0,0.0
10:45:00 PM,25,Wednesday,normal,29.0,0.0,50.0,0.0,20.0
11:00:00 PM,25,Wednesday,normal,49.0,0.0,50.0,0.0,0.0
11:15:00 PM,25,Wednesday,normal,36.0,0.0,50.0,0.0,2.0
11:30:00 PM,25,Wednesday,normal,38.0,0.0,50.0,0.0,12.0
11:45:00 PM,25,Wednesday,normal,50.0,0.0,50.0,0.0,3.0
12:00:00 AM,26,Thursday,normal,53.0,0.0,50.0,0.0,0.0
12:15:00 AM,26,Thursday,normal,41.0,0.0,50.0,0.0,0.0
12:30:00 AM,26,Thursday,normal,41.0,0.0,50.0,0.0,8.0
12:45:00 AM,26,Thursday,normal,49.0,0.0,50.0,0.0,0.0
1:00:00 AM,26,Thursday,normal,44.0,0.0,50.0,0.0,0.0
1:15:00 AM,26,Thursday,normal,32.0,0.0,50.0,0.0,0.0
1:30:00 AM,26,Thursday,normal,30.0,0.0,50.0,0.0,0.0
1:45:00 AM,26,Thursday,normal,29.0,0.0,50.0,0.0,3.0
2:00:00 AM,26,Thursday,normal,32.0,0.0,50.0,0.0,11.0
2:15:00 AM,26,Thursday,normal,43.0,0.0,50.0,0.0,1.0
2:30:00 AM,26,Thursday,normal,44.0,0.0,50.0,0.0,9.0
2:45:00 AM,26,Thursday,normal,53.0,0.0,50.0,0.0,0.0
3:00:00 AM,26,Thursday,normal,36.0,0.0,50.0,0.0,0.0
3:15:00 AM,26,Thursday,normal,34.0,0.0,50.0,0.0,3.0
3:30:00 AM,26,Thursday,normal,37.0,0.0,50.0,0.0,19.0
3:45:00 AM,26,Thursday,normal,56.0,0.0,50.0,0.0,41.0
4:00:00 AM,26,Thursday,low,97.0,0.0,50.0,0.0,0.0
4:15:00 AM,26,Thursday,low,81.0,0.0,50.0,0.0,15.0
4:30:00 AM,26,Thursday,normal,96.0,0.0,50.0,0.0,23.0
4:45:00 AM,26,Thursday,normal,119.0,0.0,50.0,0.0,0.0
5:00:00 AM,26,Thursday,low,80.0,0.0,50.0,0.0,16.0
5:15:00 AM,26,Thursday,normal,96.0,0.0,50.0,0.0,8.0
5:30:00 AM,26,Thursday,low,104.0,0.0,50.0,0.0,27.0
5:45:00 AM,26,Thursday,normal,131.0,0.0,50.0,0.0,32.0
6:00:00 AM,26,Thursday,normal,163.0,0.0,50.0,0.0,2.0
6:15:00 AM,26,Thursday,normal,165.0,0.0,50.0,0.0,0.0
6:30:00 AM,26,Thursday,normal,133.0,0.0,50.0,0.0,47.0
6:45:00 AM,26,Thursday,heavy,180.0,0.0,50.0,0.0,0.0
7:00:00 AM,26,Thursday,normal,148.0,0.0,50.0,0.0,23.0
7:15:00 AM,26,Thursday,heavy,171.0,0.0,50.0,0.0,18.0
7:30:00 AM,26,Thursday,heavy,189.0,8.999999999999982,42.500000000000014,22.499999999999954,0.0
7:45:00 AM,26,Thursday,normal,147.0,0.0,50.0,0.0,35.0
8:00:00 AM,26,Thursday,heavy,182.0,1.999999999999988,48.33333333333334,4.99999999999997,0.0
8:15:00 AM,26,Thursday,heavy,178.0,0.0,50.0,0.0,0.0
8:30:00 AM,26,Thursday,heavy,171.0,0.0,50.0,0.0,0.0
8:45:00 AM,26,Thursday,normal,130.0,0.0,50.0,0.0,0.0
